UF,Capital,nPessoas,sexo,idad,raca,educ,anosEst,ocup,cnae,rendOcup,rendEfet,classeOcup1,classeOcup2,peso,ln_rendaOcup,experiencia,ano
São Paulo,,2,Homem,20,Branca,Médio completo ou equivalente,13,2166,62000,900,900,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,795.56517097,6.80239476332431,1,2023
São Paulo,,7,Homem,21,Parda,Médio completo ou equivalente,13,5221,56011,900,900,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2368.05701726,6.80239476332431,2,2023
São Paulo,,4,Mulher,42,Branca,Médio completo ou equivalente,13,5120,56011,900,900,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1545.75754401,6.80239476332431,23,2023
São Paulo,,4,Mulher,19,Parda,Médio completo ou equivalente,13,5223,48042,900,0,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1137.22589213,6.80239476332431,0,2023
São Paulo,,3,Mulher,43,Parda,Fundamental incompleto ou equivalente,6,9111,97000,900,900,Serviços domésticos,Ocupações elementares,1654.87858956,6.80239476332431,31,2023
São Paulo,,3,Mulher,58,Branca,Médio incompleto ou equivalente,12,5120,56012,900,900,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1317.4241724,6.80239476332431,40,2023
São Paulo,,3,Homem,62,Branca,Fundamental incompleto ou equivalente,5,9313,41000,900,900,Construção,Ocupações elementares,833.43947145,6.80239476332431,51,2023
São Paulo,,2,Homem,58,Branca,Fundamental incompleto ou equivalente,9,5120,33002,900,890,Indústria geral,"Trabalhadores dos serviços, vendedores dos comércios e mercados",672.88819499,6.80239476332431,43,2023
São Paulo,,2,Mulher,28,Parda,Médio completo ou equivalente,13,2642,73010,900,900,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,380.0188338,6.80239476332431,9,2023
São Paulo,,5,Mulher,20,Branca,Médio incompleto ou equivalente,11,5142,96020,900,900,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",55.23640091,6.80239476332431,3,2023
São Paulo,,2,Mulher,57,Branca,Médio completo ou equivalente,13,5322,97000,900,900,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1057.53512263,6.80239476332431,38,2023
São Paulo,,1,Mulher,55,Branca,Fundamental incompleto ou equivalente,9,9111,97000,900,1000,Serviços domésticos,Ocupações elementares,1618.00426148,6.80239476332431,40,2023
São Paulo,,3,Mulher,40,Parda,Fundamental incompleto ou equivalente,8,5142,96020,900,300,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",49.34254269,6.80239476332431,26,2023
São Paulo,,1,Homem,53,Branca,Fundamental completo ou equivalente,10,5243,45010,900,700,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1407.52265667,6.80239476332431,37,2023
São Paulo,,3,Mulher,53,Branca,Fundamental incompleto ou equivalente,8,5221,56011,900,900,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1657.98649841,6.80239476332431,39,2023
São Paulo,,2,Homem,20,Branca,Superior incompleto ou equivalente,16,5131,56011,900,900,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1620.85528557,6.80239476332431,0,2023
São Paulo,,3,Mulher,29,Parda,Médio completo ou equivalente,13,5243,48071,900,900,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",664.68996225,6.80239476332431,10,2023
São Paulo,,6,Mulher,34,Parda,Fundamental completo ou equivalente,10,5131,56011,900,900,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",705.16228295,6.80239476332431,18,2023
São Paulo,,3,Homem,31,Parda,Sem instrução e menos de 1 ano de estudo,1,9111,97000,900,900,Serviços domésticos,Ocupações elementares,656.70223233,6.80239476332431,24,2023
São Paulo,,3,Homem,59,Branca,Fundamental incompleto ou equivalente,7,6111,01109,900,900,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",407.49551954,6.80239476332431,46,2023
São Paulo,,2,Mulher,20,Branca,Médio completo ou equivalente,13,5246,56011,900,900,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",258.08541394,6.80239476332431,1,2023
São Paulo,,5,Mulher,34,Branca,Médio completo ou equivalente,13,9111,97000,900,900,Serviços domésticos,Ocupações elementares,141.17947176,6.80239476332431,15,2023
São Paulo,,5,Homem,26,Branca,Superior incompleto ou equivalente,17,2431,73010,900,900,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,51.50494921,6.80239476332431,3,2023
São Paulo,,3,Mulher,46,Parda,Fundamental incompleto ou equivalente,7,5322,97000,900,900,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1030.89157255,6.80239476332431,33,2023
São Paulo,,2,Mulher,48,Branca,Fundamental completo ou equivalente,10,9111,97000,900,900,Serviços domésticos,Ocupações elementares,2293.14376383,6.80239476332431,32,2023
São Paulo,,4,Homem,27,Branca,Superior completo,16,3119,71000,900,900,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,1120.57127147,6.80239476332431,5,2023
São Paulo,,2,Homem,18,Branca,Médio completo ou equivalente,13,8172,16001,900,0,Indústria geral,Operadores de instalações e máquinas e montadores,298.98753876,6.80239476332431,0,2023
São Paulo,,3,Homem,45,Parda,Sem instrução e menos de 1 ano de estudo,1,9333,02000,900,900,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,456.4061753,6.80239476332431,38,2023
São Paulo,,2,Homem,21,Branca,Superior incompleto ou equivalente,14,2359,85012,900,900,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,1332.79697707,6.80239476332431,1,2023
São Paulo,,4,Mulher,30,Branca,Superior completo,17,4226,69000,900,1200,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,630.0743628,6.80239476332431,7,2023
São Paulo,,3,Homem,31,Branca,Fundamental completo ou equivalente,10,8219,43000,900,900,Construção,Operadores de instalações e máquinas e montadores,2512.40173856,6.80239476332431,15,2023
São Paulo,,2,Homem,55,Branca,Médio completo ou equivalente,13,7132,25002,900,0,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1370.27348955,6.80239476332431,36,2023
São Paulo,,3,Mulher,40,Parda,Médio completo ou equivalente,13,5249,48079,900,900,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1823.48530179,6.80239476332431,21,2023
São Paulo,,3,Mulher,50,Branca,Fundamental incompleto ou equivalente,5,9111,97000,900,900,Serviços domésticos,Ocupações elementares,885.54950742,6.80239476332431,39,2023
São Paulo,,3,Homem,19,Preta,Médio completo ou equivalente,13,7512,56011,900,900,Alojamento e alimentação ,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1228.11223057,6.80239476332431,0,2023
São Paulo,,4,Mulher,30,Parda,Fundamental incompleto ou equivalente,7,9111,97000,900,900,Serviços domésticos,Ocupações elementares,881.77206602,6.80239476332431,17,2023
São Paulo,,2,Mulher,53,Preta,Médio completo ou equivalente,13,9112,48073,900,900,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,606.87665247,6.80239476332431,34,2023
São Paulo,,4,Mulher,48,Preta,Fundamental incompleto ou equivalente,5,9111,97000,900,500,Serviços domésticos,Ocupações elementares,922.89029911,6.80239476332431,37,2023
São Paulo,,4,Mulher,47,Parda,Fundamental incompleto ou equivalente,7,9111,97000,880,880,Serviços domésticos,Ocupações elementares,1124.96420155,6.77992190747225,34,2023
São Paulo,Município de São Paulo (SP),5,Homem,19,Branca,Médio completo ou equivalente,13,4226,65000,850,850,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,579.93041597,6.74523634948436,0,2023
São Paulo,Município de São Paulo (SP),1,Mulher,64,Branca,Fundamental completo ou equivalente,10,5311,96090,850,850,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1736.82400801,6.74523634948436,48,2023
São Paulo,Município de São Paulo (SP),1,Mulher,54,Branca,Médio completo ou equivalente,13,5142,96020,850,850,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1124.65391849,6.74523634948436,35,2023
São Paulo,,3,Mulher,29,Parda,Médio completo ou equivalente,13,9111,97000,850,1200,Serviços domésticos,Ocupações elementares,59.4342444,6.74523634948436,10,2023
São Paulo,,4,Mulher,39,Branca,Superior completo,17,2359,93020,850,400,Outros Serviços,Profissionais das ciências e intelectuais,1644.77117782,6.74523634948436,16,2023
São Paulo,,5,Mulher,18,Preta,Médio incompleto ou equivalente,12,4226,86001,850,0,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,1867.06120327,6.74523634948436,0,2023
São Paulo,,4,Mulher,55,Parda,Fundamental incompleto ou equivalente,7,4321,01105,850,1700,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Trabalhadores de apoio administrativo,101.09968416,6.74523634948436,42,2023
São Paulo,,2,Mulher,50,Parda,Superior completo,17,5141,96020,850,850,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2050.57382622,6.74523634948436,27,2023
São Paulo,,4,Homem,50,Parda,Fundamental incompleto ou equivalente,7,7112,41000,850,1000,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",748.31879701,6.74523634948436,37,2023
São Paulo,,2,Homem,61,Preta,Fundamental incompleto ou equivalente,2,6111,01109,850,850,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",368.33986543,6.74523634948436,53,2023
São Paulo,,5,Mulher,32,Branca,Médio completo ou equivalente,13,5322,97000,850,850,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",139.00437277,6.74523634948436,13,2023
São Paulo,,3,Homem,22,Preta,Superior incompleto ou equivalente,17,3112,84013,850,850,"Administração pública, defesa e seguridade social ",Técnicos e profissionais de nível médio,1341.01342009,6.74523634948436,0,2023
São Paulo,,4,Mulher,19,Branca,Superior incompleto ou equivalente,14,3411,84016,850,850,"Administração pública, defesa e seguridade social ",Técnicos e profissionais de nível médio,1077.57235697,6.74523634948436,0,2023
São Paulo,,2,Mulher,57,Branca,Médio completo ou equivalente,13,9412,01105,850,850,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,889.59044143,6.74523634948436,38,2023
São Paulo,,2,Mulher,62,Branca,Fundamental incompleto ou equivalente,4,9111,97000,850,850,Serviços domésticos,Ocupações elementares,512.12704726,6.74523634948436,52,2023
São Paulo,,2,Mulher,56,Parda,Fundamental incompleto ou equivalente,7,9111,97000,850,850,Serviços domésticos,Ocupações elementares,1632.670684,6.74523634948436,43,2023
São Paulo,,6,Homem,35,Parda,Fundamental completo ou equivalente,10,7131,43000,850,1500,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",655.61151449,6.74523634948436,19,2023
São Paulo,,4,Mulher,56,Branca,Médio completo ou equivalente,13,9111,97000,844,1900,Serviços domésticos,Ocupações elementares,1610.34931015,6.73815249459596,37,2023
São Paulo,,8,Mulher,52,Indígena,Fundamental incompleto ou equivalente,2,9612,48078,840,840,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,1072.44780678,6.73340189183736,44,2023
São Paulo,,2,Mulher,52,Parda,Fundamental incompleto ou equivalente,5,9111,97000,840,840,Serviços domésticos,Ocupações elementares,256.42857504,6.73340189183736,41,2023
São Paulo,,4,Mulher,52,Branca,Fundamental incompleto ou equivalente,5,9111,97000,840,840,Serviços domésticos,Ocupações elementares,322.06518451,6.73340189183736,41,2023
São Paulo,,3,Homem,59,Branca,Fundamental incompleto ou equivalente,6,9629,38000,840,840,Indústria geral,Ocupações elementares,1203.54670992,6.73340189183736,47,2023
São Paulo,,5,Mulher,22,Branca,Superior incompleto ou equivalente,16,5246,56011,840,840,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2588.19264036,6.73340189183736,0,2023
São Paulo,,4,Homem,22,Branca,Superior incompleto ou equivalente,16,2642,66001,825,825,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1603.9722991,6.71538338633468,0,2023
São Paulo,Município de São Paulo (SP),5,Mulher,58,Parda,Fundamental completo ou equivalente,10,5221,48077,810,700,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",2262.85107145,6.69703424766648,42,2023
São Paulo,Município de São Paulo (SP),2,Mulher,56,Branca,Fundamental completo ou equivalente,10,9111,97000,800,800,Serviços domésticos,Ocupações elementares,1682.84013609,6.68461172766793,40,2023
São Paulo,Município de São Paulo (SP),3,Mulher,21,Branca,Superior incompleto ou equivalente,14,4225,64000,800,800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,1124.85991327,6.68461172766793,1,2023
São Paulo,Município de São Paulo (SP),4,Mulher,49,Branca,Superior completo,17,2144,48077,800,700,"Comércio, reparação de veículos automotores e motocicletas",Profissionais das ciências e intelectuais,1505.29018044,6.68461172766793,26,2023
São Paulo,Município de São Paulo (SP),3,Mulher,37,Preta,Médio completo ou equivalente,13,9111,97000,800,500,Serviços domésticos,Ocupações elementares,1544.53476784,6.68461172766793,18,2023
São Paulo,Município de São Paulo (SP),3,Mulher,41,Branca,Fundamental incompleto ou equivalente,9,5221,56011,800,800,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1868.72519716,6.68461172766793,26,2023
São Paulo,Município de São Paulo (SP),3,Homem,22,Parda,Médio completo ou equivalente,13,8322,49030,800,800,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,1868.72519716,6.68461172766793,3,2023
São Paulo,Município de São Paulo (SP),2,Mulher,22,Parda,Fundamental completo ou equivalente,10,9520,48100,800,1000,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,1374.7652394,6.68461172766793,6,2023
São Paulo,Município de São Paulo (SP),3,Homem,20,Branca,Superior incompleto ou equivalente,15,3314,85014,800,800,"Educação, saúde humana e serviços sociais",Técnicos e profissionais de nível médio,2312.69797654,6.68461172766793,0,2023
São Paulo,Município de São Paulo (SP),4,Mulher,26,Preta,Médio incompleto ou equivalente,12,4222,82002,800,800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,1141.55839532,6.68461172766793,8,2023
São Paulo,Município de São Paulo (SP),4,Mulher,27,Branca,Médio completo ou equivalente,13,5311,85021,800,0,"Educação, saúde humana e serviços sociais","Trabalhadores dos serviços, vendedores dos comércios e mercados",1451.91578777,6.68461172766793,8,2023
São Paulo,Município de São Paulo (SP),3,Mulher,28,Branca,Fundamental completo ou equivalente,10,9111,97000,800,800,Serviços domésticos,Ocupações elementares,70.96852695,6.68461172766793,12,2023
São Paulo,Município de São Paulo (SP),2,Homem,54,Parda,Fundamental incompleto ou equivalente,8,7112,41000,800,800,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",132.76823939,6.68461172766793,40,2023
São Paulo,Município de São Paulo (SP),3,Homem,54,Branca,Superior completo,17,2421,70000,800,800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1542.07604571,6.68461172766793,31,2023
São Paulo,Município de São Paulo (SP),2,Homem,53,Parda,Sem instrução e menos de 1 ano de estudo,1,4212,92000,800,800,Outros Serviços,Trabalhadores de apoio administrativo,2082.66413369,6.68461172766793,46,2023
São Paulo,Município de São Paulo (SP),3,Mulher,54,Preta,Superior completo,16,2359,85029,800,300,"Educação, saúde humana e serviços sociais",Profissionais das ciências e intelectuais,966.60002929,6.68461172766793,32,2023
São Paulo,Município de São Paulo (SP),4,Homem,51,Preta,Sem instrução e menos de 1 ano de estudo,1,7112,41000,800,800,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1497.05230367,6.68461172766793,44,2023
São Paulo,Município de São Paulo (SP),1,Homem,42,Parda,Médio completo ou equivalente,13,2652,90000,800,800,Outros Serviços,Profissionais das ciências e intelectuais,1233.40158854,6.68461172766793,23,2023
São Paulo,Município de São Paulo (SP),5,Homem,25,Parda,Médio incompleto ou equivalente,11,9313,41000,800,650,Construção,Ocupações elementares,1583.89202859,6.68461172766793,8,2023
São Paulo,Município de São Paulo (SP),2,Mulher,50,Parda,Médio completo ou equivalente,13,9111,97000,800,800,Serviços domésticos,Ocupações elementares,1225.16831778,6.68461172766793,31,2023
São Paulo,Município de São Paulo (SP),3,Mulher,52,Branca,Médio completo ou equivalente,13,9111,97000,800,800,Serviços domésticos,Ocupações elementares,1112.55484831,6.68461172766793,33,2023
São Paulo,Município de São Paulo (SP),4,Mulher,19,Branca,Superior incompleto ou equivalente,15,5329,86002,800,800,"Educação, saúde humana e serviços sociais","Trabalhadores dos serviços, vendedores dos comércios e mercados",1845.59567039,6.68461172766793,0,2023
São Paulo,Município de São Paulo (SP),2,Mulher,58,Parda,Fundamental completo ou equivalente,10,5311,97000,800,800,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",536.00405667,6.68461172766793,42,2023
São Paulo,Município de São Paulo (SP),2,Homem,19,Parda,Médio incompleto ou equivalente,12,8321,53002,800,800,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,536.00405667,6.68461172766793,1,2023
São Paulo,Município de São Paulo (SP),4,Mulher,51,Branca,Médio completo ou equivalente,13,5243,48071,800,800,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",77.89824317,6.68461172766793,32,2023
São Paulo,Município de São Paulo (SP),4,Homem,39,Branca,Fundamental completo ou equivalente,10,7119,43000,800,800,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",19.61787357,6.68461172766793,23,2023
São Paulo,Município de São Paulo (SP),7,Mulher,23,Parda,Médio completo ou equivalente,13,5142,96020,800,800,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",19.33607969,6.68461172766793,4,2023
São Paulo,Município de São Paulo (SP),6,Homem,21,Parda,Médio completo ou equivalente,13,9111,97000,800,800,Serviços domésticos,Ocupações elementares,185.07524426,6.68461172766793,2,2023
São Paulo,Município de São Paulo (SP),4,Mulher,49,Branca,Fundamental completo ou equivalente,10,9111,97000,800,800,Serviços domésticos,Ocupações elementares,37.44299817,6.68461172766793,33,2023
São Paulo,Município de São Paulo (SP),1,Homem,63,Parda,Sem instrução e menos de 1 ano de estudo,1,9111,97000,800,800,Serviços domésticos,Ocupações elementares,10.31335772,6.68461172766793,56,2023
São Paulo,Município de São Paulo (SP),3,Mulher,43,Preta,Médio completo ou equivalente,13,5141,96020,800,800,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2452.09754409,6.68461172766793,24,2023
São Paulo,Município de São Paulo (SP),3,Homem,38,Parda,Médio completo ou equivalente,13,5120,56011,800,800,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2452.09754409,6.68461172766793,19,2023
São Paulo,Município de São Paulo (SP),2,Mulher,58,Parda,Fundamental completo ou equivalente,10,9111,97000,800,800,Serviços domésticos,Ocupações elementares,1460.46825874,6.68461172766793,42,2023
São Paulo,Município de São Paulo (SP),3,Homem,47,Parda,Fundamental completo ou equivalente,10,5221,56011,800,800,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2492.43430145,6.68461172766793,31,2023
São Paulo,Município de São Paulo (SP),2,Homem,21,Parda,Médio completo ou equivalente,13,7121,43000,800,800,Construção,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1244.63573389,6.68461172766793,2,2023
São Paulo,Município de São Paulo (SP),5,Mulher,26,Parda,Médio completo ou equivalente,13,9111,97000,800,500,Serviços domésticos,Ocupações elementares,1372.93700283,6.68461172766793,7,2023
São Paulo,Município de São Paulo (SP),2,Homem,64,Preta,Fundamental incompleto ou equivalente,8,7412,95030,800,600,Outros Serviços,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1170.54597515,6.68461172766793,50,2023
São Paulo,Município de São Paulo (SP),3,Mulher,44,Parda,Fundamental completo ou equivalente,10,9111,97000,800,800,Serviços domésticos,Ocupações elementares,1180.81693676,6.68461172766793,28,2023
São Paulo,Município de São Paulo (SP),2,Mulher,48,Parda,Médio completo ou equivalente,13,9111,97000,800,800,Serviços domésticos,Ocupações elementares,1316.93458784,6.68461172766793,29,2023
São Paulo,Município de São Paulo (SP),3,Mulher,28,Parda,Médio incompleto ou equivalente,11,7531,14002,800,800,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1787.11038507,6.68461172766793,11,2023
São Paulo,Município de São Paulo (SP),1,Homem,34,Parda,Fundamental completo ou equivalente,10,5141,96020,800,800,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2029.87263658,6.68461172766793,18,2023
São Paulo,Município de São Paulo (SP),1,Mulher,61,Branca,Médio completo ou equivalente,13,9111,97000,800,800,Serviços domésticos,Ocupações elementares,598.64430483,6.68461172766793,42,2023
São Paulo,Município de São Paulo (SP),3,Homem,18,Branca,Fundamental completo ou equivalente,10,4321,45010,800,800,"Comércio, reparação de veículos automotores e motocicletas",Trabalhadores de apoio administrativo,1371.5070131,6.68461172766793,2,2023
São Paulo,Município de São Paulo (SP),4,Homem,57,Parda,Fundamental incompleto ou equivalente,7,9313,41000,800,0,Construção,Ocupações elementares,1139.8286684,6.68461172766793,44,2023
São Paulo,Município de São Paulo (SP),2,Mulher,50,Branca,Fundamental incompleto ou equivalente,7,5221,48077,800,800,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1060.74583385,6.68461172766793,37,2023
São Paulo,Município de São Paulo (SP),3,Homem,56,Branca,Fundamental incompleto ou equivalente,8,7112,20020,800,800,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1110.22834657,6.68461172766793,42,2023
São Paulo,Município de São Paulo (SP),3,Mulher,22,Parda,Médio incompleto ou equivalente,12,5223,48042,800,800,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",589.0636288,6.68461172766793,4,2023
São Paulo,Município de São Paulo (SP),5,Mulher,55,Preta,Fundamental incompleto ou equivalente,2,9111,97000,800,800,Serviços domésticos,Ocupações elementares,851.28953045,6.68461172766793,47,2023
São Paulo,Município de São Paulo (SP),5,Homem,25,Preta,Fundamental incompleto ou equivalente,2,5223,00000,800,800,Atividades mal definidas,"Trabalhadores dos serviços, vendedores dos comércios e mercados",851.28953045,6.68461172766793,17,2023
São Paulo,Município de São Paulo (SP),2,Mulher,57,Parda,Fundamental incompleto ou equivalente,6,9112,85013,800,940,"Educação, saúde humana e serviços sociais",Ocupações elementares,336.31876735,6.68461172766793,45,2023
São Paulo,,5,Homem,34,Branca,Médio completo ou equivalente,13,8332,49040,800,600,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,5649.94026259,6.68461172766793,15,2023
São Paulo,,3,Mulher,21,Parda,Superior incompleto ou equivalente,14,4110,25001,800,1100,Indústria geral,Trabalhadores de apoio administrativo,4307.76997916,6.68461172766793,1,2023
São Paulo,,2,Mulher,40,Parda,Médio completo ou equivalente,13,9111,97000,800,800,Serviços domésticos,Ocupações elementares,1694.53162722,6.68461172766793,21,2023
São Paulo,,2,Homem,43,Branca,Sem instrução e menos de 1 ano de estudo,1,5141,96020,800,800,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1709.64468109,6.68461172766793,36,2023
São Paulo,,7,Homem,29,Parda,Fundamental completo ou equivalente,10,6111,81020,800,800,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",3405.51837841,6.68461172766793,13,2023
São Paulo,,5,Mulher,51,Preta,Fundamental incompleto ou equivalente,9,9111,97000,800,800,Serviços domésticos,Ocupações elementares,1019.15329563,6.68461172766793,36,2023
São Paulo,,3,Mulher,45,Parda,Médio completo ou equivalente,13,5311,97000,800,300,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2826.58223648,6.68461172766793,26,2023
São Paulo,,5,Mulher,24,Parda,Médio completo ou equivalente,13,7512,56012,800,800,Alojamento e alimentação ,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1254.54968673,6.68461172766793,5,2023
São Paulo,,1,Mulher,59,Branca,Médio completo ou equivalente,13,9111,97000,800,800,Serviços domésticos,Ocupações elementares,897.73101272,6.68461172766793,40,2023
São Paulo,,6,Mulher,46,Branca,Médio completo ou equivalente,13,5243,48071,800,800,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1194.52382734,6.68461172766793,27,2023
São Paulo,,6,Mulher,33,Parda,Médio completo ou equivalente,13,5311,97000,800,800,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2068.05886269,6.68461172766793,14,2023
São Paulo,,5,Mulher,34,Preta,Médio completo ou equivalente,13,9111,97000,800,800,Serviços domésticos,Ocupações elementares,2052.6624039,6.68461172766793,15,2023
São Paulo,,4,Homem,22,Parda,Médio incompleto ou equivalente,12,7115,16002,800,800,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",3656.98428011,6.68461172766793,4,2023
São Paulo,,4,Mulher,42,Parda,Médio completo ou equivalente,13,5141,96020,800,800,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1147.54960433,6.68461172766793,23,2023
São Paulo,,6,Homem,18,Branca,Médio completo ou equivalente,13,4110,85029,800,1600,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,1071.88933878,6.68461172766793,0,2023
São Paulo,,5,Homem,42,Branca,Médio incompleto ou equivalente,12,7522,31000,800,1000,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1875.13281454,6.68461172766793,24,2023
São Paulo,,5,Mulher,36,Parda,Médio incompleto ou equivalente,11,5142,96020,800,800,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1971.00025228,6.68461172766793,19,2023
São Paulo,,2,Mulher,62,Parda,Fundamental incompleto ou equivalente,6,9111,97000,800,800,Serviços domésticos,Ocupações elementares,647.91231845,6.68461172766793,50,2023
São Paulo,,2,Mulher,20,Branca,Médio completo ou equivalente,13,5246,56011,800,800,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1064.53392056,6.68461172766793,1,2023
São Paulo,,4,Mulher,54,Branca,Médio completo ou equivalente,14,6112,01110,800,800,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",225.97966199,6.68461172766793,34,2023
